age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,income
35,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,4787,0,40,1
25,Private,Assoc-acdm,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
46,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,1
26,Private,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,0
41,Local-gov,Some-college,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,0
39,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,0
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,45,1
57,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,1
32,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,1
23,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,24,0
27,Private,School,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,1
36,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male,0,0,45,0
25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,0
54,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
28,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
64,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,35,1
30,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,0
23,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,0
27,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
44,Private,School,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,0
45,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,50,0
35,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,0
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,60,0
33,Private,School,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,0
23,Private,Some-college,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,0
57,Private,School,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,1
19,Private,School,Never-married,Other-service,Own-child,White,Male,0,0,16,0
58,Private,HS-grad,Widowed,Sales,Not-in-family,White,Male,0,0,38,0
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,0
44,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,0
25,Local-gov,HS-grad,Divorced,Tech-support,Unmarried,White,Female,0,0,40,0
22,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,0
22,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,10,0
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,1
41,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,0
67,Private,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Male,0,2392,40,1
44,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,0
46,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
58,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,1
34,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,39,0
20,Private,Some-college,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,0
31,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,1
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,0
67,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,50,1
63,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
26,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,0
40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,2829,0,40,0
39,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2415,67,1
61,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,6,0
55,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,3103,0,45,1
47,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,1
35,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,13550,0,60,1
36,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,55,1
33,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,0
69,Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,0
34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
28,Private,Bachelors,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,45,0
57,State-gov,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,0
54,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,0
45,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,1
25,Private,School,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,43,0
29,Private,Some-college,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,42,0
52,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
22,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,40,0
56,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32,0
66,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,5,1
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
30,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,0
63,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,0
42,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,0,1590,40,0
49,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,0
34,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0
35,Private,School,Separated,Other-service,Unmarried,Black,Female,0,0,40,0
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,0
51,Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,3325,0,40,0
23,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,0
17,Private,School,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,0
41,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,0
23,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0,0,25,0
27,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,13550,0,46,1
37,Private,School,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,1
28,Private,School,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,0
77,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,0
34,Private,School,Separated,Prof-specialty,Unmarried,Black,Female,0,0,53,0
45,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,1
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,0
23,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,0
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,0
52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,1
24,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,1
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,0
42,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,Other,Male,0,0,30,0
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,40,0
40,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,32,0
19,Local-gov,Some-college,Never-married,Other-service,Own-child,Black,Female,0,0,35,0
34,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,53,1
30,Private,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,4787,0,50,1
42,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,0
44,Private,School,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,0
56,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,44,1
46,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,0,0,50,0
52,Private,HS-grad,Widowed,Transport-moving,Not-in-family,White,Male,0,0,40,0
57,Private,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,0
42,Private,HS-grad,Separated,Prof-specialty,Unmarried,White,Male,0,0,40,0
46,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,52,1
41,Private,HS-grad,Divorced,Sales,Unmarried,Black,Female,0,0,40,0
31,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,0
45,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,1
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,1
67,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,10,0
64,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1
23,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
21,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,20,0
43,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,0
33,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,1
35,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,40,0
27,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,1
39,Private,Assoc-voc,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,0
29,Private,HS-grad,Separated,Adm-clerical,Own-child,White,Female,0,0,40,0
54,Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Male,0,0,42,1
35,Private,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
59,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
46,Federal-gov,Assoc-voc,Separated,Tech-support,Not-in-family,Other,Female,0,0,30,0
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,0
36,Private,School,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,0
62,Local-gov,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,0
40,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,0
40,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
39,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,0
60,Private,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
34,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,48,1
31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,1
47,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,0
17,Private,School,Never-married,Sales,Unmarried,White,Female,0,0,12,0
43,Federal-gov,Masters,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,35,1
33,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,0
26,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,0
42,Private,School,Married-civ-spouse,Other-service,Husband,White,Male,0,0,44,0
47,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,1
39,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,60,1
27,Self-emp-inc,Masters,Never-married,Transport-moving,Own-child,White,Male,0,0,40,0
18,Private,School,Never-married,Sales,Own-child,Black,Female,0,1602,20,0
75,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,0
28,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,40,0
31,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,0
20,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,0
33,Private,School,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,0
45,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,0
22,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,0
40,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,0
19,Private,Some-college,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,0
22,Private,School,Never-married,Other-service,Not-in-family,White,Male,0,0,35,0
49,Local-gov,Some-college,Never-married,Other-service,Unmarried,White,Female,0,0,30,0
58,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,0
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,0
31,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,1
20,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,0
67,Self-emp-inc,School,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,0
61,Private,School,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
26,Private,School,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,0
38,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,0
31,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,0
46,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
41,Private,Bachelors,Divorced,Transport-moving,Own-child,Black,Male,6497,0,40,0
23,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,1092,40,0
60,Self-emp-not-inc,School,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,0
82,Private,School,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,5,0
17,Private,School,Never-married,Sales,Own-child,White,Male,0,0,20,0
41,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,0,3004,60,1
34,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,1741,40,0
54,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,40,0
40,Self-emp-inc,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,15,0
36,Private,School,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
19,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,35,0
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,25,0
23,Local-gov,Some-college,Never-married,Other-service,Not-in-family,Black,Male,0,0,30,0
44,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,1
57,Private,School,Never-married,Other-service,Not-in-family,White,Male,0,0,40,0
22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,0
41,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,1
45,Private,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,0,0,70,0
51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,23,0
40,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,48,0
18,Private,School,Never-married,Sales,Own-child,White,Female,0,0,49,0
49,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,0
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
29,Private,Assoc-acdm,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,0
32,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,55,1
19,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,0
39,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,0
37,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
51,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,1
30,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,1
47,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
30,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,0
39,Local-gov,HS-grad,Separated,Exec-managerial,Unmarried,White,Male,0,0,40,0
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
24,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,0
34,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,1
38,Private,Bachelors,Never-married,Other-service,Other-relative,White,Female,0,0,45,0
45,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
22,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,0
30,Self-emp-not-inc,Bachelors,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,6849,0,60,0
51,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,40,1
21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,0
31,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,0,0,24,0
55,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,0
39,Private,School,Divorced,Other-service,Not-in-family,White,Female,0,0,60,0
20,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,0
60,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,0
62,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1
33,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,62,0
56,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
64,State-gov,Bachelors,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,0
34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
44,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,1
45,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
27,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,0
67,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,20,0
27,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,0
32,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,0
52,Self-emp-not-inc,School,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,0
51,Private,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
56,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,0
51,Self-emp-inc,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,1
46,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,0,0,37,0
34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,0
